lastUpdate,exSymbol,qtyMultiplier,previousClose,stream,exchange,exSeries,optType,mtf_margin,is_mtf_tradable,exSymName,symTicker,exInstType,fyToken,upperPrice,lowerPrice,segment,symbolDesc,symDetails,exToken,strikePrice,minLotSize,underFyTok,currencyCode,underSym,expiryDate,tradingSession,asmGsmVal,faceValue,tickSize,exchangeName,originalExpDate,isin,tradeStatus,qtyFreeze,previousOi,cautionary_msg,
2024-11-22,CHEVIOT,1.0,1236.45,,10,EQ,XX,0.0,0,CHEVIOT COMPANY LIMITED,NSE:CHEVIOT-EQ,0,10100000009879,1483.7,989.2,10,CHEVIOT COMPANY LIMITED,CHEVIOT COMPANY LIMITED,9879,-1.0,1,10100000009879,INR,CHEVIOT,,0915-1530|1815-1915:,,10.0,0.05,NSE,,INE974B01016,1,80874,0.0,,
2024-11-22,948SCL27,1.0,970.0,,10,YV,XX,0.0,0,SEC RE NCD 9.48% SR V,NSE:948SCL27-YV,2,101000000023297,1164.0,776.0,10,SEC RE NCD 9.48% SR V,SEC RE NCD 9.48% SR V,23297,-1.0,1,101000000023297,INR,948SCL27,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE148I07SI4,1,3073,0.0,,
2024-11-22,H1158D46DQ,1.0,0.0,,10,MF,XX,0.0,0,HDFCAMC - H1158D46DQ,NSE:H1158D46DQ-MF,8,101000000010501,11.0,9.0,10,HDFCAMC - H1158D46DQ,HDFCAMC - H1158D46DQ,10501,-1.0,1,101000000010501,INR,H1158D46DQ,,0915-1530|1815-1915:,,10.0,0.01,NSE,,INF179KC1CW5,1,179,0.0,,
2024-11-22,LUMAXIND,1.0,2238.0,,10,EQ,XX,0.0,0,LUMAX INDUSTRIES LTD,NSE:LUMAXIND-EQ,0,10100000002018,2685.6,1790.4,10,LUMAX INDUSTRIES LTD,LUMAX INDUSTRIES LTD,2018,-1.0,1,10100000002018,INR,LUMAXIND,,0915-1530|1815-1915:,,10.0,0.05,NSE,,INE162B01018,1,44682,0.0,,
2024-11-22,ALPHA27,1.0,0.0,,10,N1,XX,0.0,0,AAFS MARKET LINK2027SR I,NSE:ALPHA27-N1,2,101000000022856,120000.0,80000.0,10,AAFS MARKET LINK2027SR I,AAFS MARKET LINK2027SR I,22856,-1.0,1,101000000022856,INR,ALPHA27,,0915-1530|1815-1915:,,100000.0,0.01,NSE,,INE0L6807138,1,545,0.0,,
2024-11-22,77BR32,1.0,0.0,,10,SG,XX,0.0,0,SDL BR 7.7% 2032,NSE:77BR32-SG,5,101000000012300,105.0,95.0,10,SDL BR 7.7% 2032,SDL BR 7.7% 2032,12300,-1.0,100,101000000012300,INR,77BR32,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1320220131,1,999999,0.0,,
2024-11-22,GS220236C,1.0,0.0,,10,GS,XX,0.0,0,GOI STRIPS C 220236,NSE:GS220236C-GS,6,10100000004432,38.95,35.24,10,GOI STRIPS C 220236,GOI STRIPS C 220236,4432,-1.0,100,10100000004432,INR,GS220236C,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN000236C017,1,55262,0.0,,
2024-11-22,1015CLIX25,1.0,0.0,,10,N0,XX,0.0,0,CLIX CAP SER 10.15% 2025,NSE:1015CLIX25-N0,2,101000000021331,80000.0,53333.3,10,CLIX CAP SER 10.15% 2025,CLIX CAP SER 10.15% 2025,21331,-1.0,1,101000000021331,INR,1015CLIX25,,0915-1530|1815-1915:,,66666.7,0.01,NSE,,INE157D07EF2,1,98,0.0,,
2024-11-22,778UP35,1.0,0.0,,10,SG,XX,0.0,0,SDL UP 7.78% 2035,NSE:778UP35-SG,5,101000000014649,105.0,95.0,10,SDL UP 7.78% 2035,SDL UP 7.78% 2035,14649,-1.0,100,101000000014649,INR,778UP35,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN3320220160,1,999899,0.0,,
2024-11-22,925IHFL25E,1.0,966.0,,10,N8,XX,0.0,0,SEC RE NCD 8.30% SR 3,NSE:925IHFL25E-N8,2,101000000017940,1159.2,772.8,10,SEC RE NCD 8.30% SR 3,SEC RE NCD 8.30% SR 3,17940,-1.0,1,101000000017940,INR,925IHFL25E,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE121A07RF6,1,66016,0.0,,
2024-11-22,915SCL27A,1.0,993.62,,10,ZL,XX,0.0,0,SEC RE NCD 9.55% SR.VII,NSE:915SCL27A-ZL,2,101000000011854,1192.34,794.89,10,SEC RE NCD 9.55% SR.VII,SEC RE NCD 9.55% SR.VII,11854,-1.0,1,101000000011854,INR,915SCL27A,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE148I07MV0,1,2145,0.0,,
2024-11-22,663KA30,1.0,0.0,,10,SG,XX,0.0,0,SDL KA 6.63% 2030,NSE:663KA30-SG,5,101000000022410,105.0,95.0,10,SDL KA 6.63% 2030,SDL KA 6.63% 2030,22410,-1.0,100,101000000022410,INR,663KA30,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1920200178,1,999999,0.0,,
2024-11-22,HPAL,1.0,76.28,,10,EQ,XX,0.0,0,HP ADHESIVES LIMITED,NSE:HPAL-EQ,0,10100000007376,91.53,61.02,10,HP ADHESIVES LIMITED,HP ADHESIVES LIMITED,7376,-1.0,1,10100000007376,INR,HPAL,,0915-1530|1815-1915:,,2.0,0.01,NSE,,INE0GSL01024,1,1310868,0.0,,
2024-11-22,850SCFL25,1.0,0.0,,10,Y4,XX,0.0,0,SEC RE NCD 8.50% SR.IV,NSE:850SCFL25-Y4,2,10100000007752,1200.0,800.0,10,SEC RE NCD 8.50% SR.IV,SEC RE NCD 8.50% SR.IV,7752,-1.0,1,10100000007752,INR,850SCFL25,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE148I07KW2,1,65,0.0,,
2024-11-22,723AP46,1.0,0.0,,10,SG,XX,0.0,0,SDL AP 7.23% 2046,NSE:723AP46-SG,5,101000000024995,105.0,95.0,10,SDL AP 7.23% 2046,SDL AP 7.23% 2046,24995,-1.0,100,101000000024995,INR,723AP46,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1020240470,1,999999,0.0,,
2024-11-22,694TS60,1.0,0.0,,10,SG,XX,0.0,0,SDL TS 6.94% 2060,NSE:694TS60-SG,5,101000000022207,111.55,100.92,10,SDL TS 6.94% 2060,SDL TS 6.94% 2060,22207,-1.0,100,101000000022207,INR,694TS60,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN4520190161,1,941255,0.0,,
2024-11-22,83117SMF25,1.0,0.0,,10,N1,XX,0.0,0,SMFG8.3117%2025SR103OPII,NSE:83117SMF25-N1,2,101000000022486,120000.0,80000.0,10,SMFG8.3117%2025SR103OPII,SMFG8.3117%2025SR103OPII,22486,-1.0,1,101000000022486,INR,83117SMF25,,0915-1530|1815-1915:,,100000.0,0.01,NSE,,INE535H07CC1,1,653,0.0,,
2024-11-22,70WB31,1.0,0.0,,10,SG,XX,0.0,0,SDL WB 7.0% 2031,NSE:70WB31-SG,5,10100000005231,105.0,95.0,10,SDL WB 7.0% 2031,SDL WB 7.0% 2031,5231,-1.0,100,10100000005231,INR,70WB31,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN3420210087,1,999999,0.0,,
2024-11-22,532AS25,1.0,0.0,,10,SG,XX,0.0,0,SDL AS 5.32% 2025,NSE:532AS25-SG,5,10100000001210,105.0,95.0,10,SDL AS 5.32% 2025,SDL AS 5.32% 2025,1210,-1.0,100,10100000001210,INR,532AS25,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1220200159,1,999999,0.0,,
2024-11-22,815SHFL25,1.0,0.0,,10,N0,XX,0.0,0,SHFL 8.15% 2025 SR 338,NSE:815SHFL25-N0,2,101000000020747,120000.0,80000.0,10,SHFL 8.15% 2025 SR 338,SHFL 8.15% 2025 SR 338,20747,-1.0,1,101000000020747,INR,815SHFL25,,0915-1530|1815-1915:,,100000.0,0.01,NSE,,INE667F07IP5,1,752,0.0,,
2024-11-22,783BR32,1.0,0.0,,10,SG,XX,0.0,0,SDL BR 7.83% 2032,NSE:783BR32-SG,5,101000000011882,105.0,95.0,10,SDL BR 7.83% 2032,SDL BR 7.83% 2032,11882,-1.0,100,101000000011882,INR,783BR32,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1320220115,1,999999,0.0,,
2024-11-22,775AP29,1.0,98.0,,10,SG,XX,0.0,0,SDL AP 7.75% 2029,NSE:775AP29-SG,5,101000000011760,102.9,93.1,10,SDL AP 7.75% 2029,SDL AP 7.75% 2029,11760,-1.0,100,101000000011760,INR,775AP29,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1020220563,1,1020389,0.0,,
2024-11-22,IMPEXFERRO,1.0,2.84,,10,BZ,XX,0.0,0,IMPEX FERRO TECH LIMITED,NSE:IMPEXFERRO-BZ,0,101000000025881,2.98,2.69,10,IMPEX FERRO TECH LIMITED,IMPEX FERRO TECH LIMITED,25881,-1.0,1,101000000025881,INR,IMPEXFERRO,,0915-1530|1815-1915:,IRP - 0 & Encumbrance of Promoters/ promoter group shareholding more than 50% & BZ/SZ series due to non-compliance with SEBI SOP Circular.,10.0,0.01,NSE,,INE691G01015,1,2875363,0.0,Gross settlement (Trade for Trade),
2024-11-22,SGBJUN29II,1.0,8113.33,,10,GB,XX,0.0,0,2.5%GOLDBONDS2029SR-II,NSE:SGBJUN29II-GB,2,10100000003743,8924.66,7301.99,10,2.5%GOLDBONDS2029SR-II,2.5%GOLDBONDS2029SR-II,3743,-1.0,1,10100000003743,INR,SGBJUN29II,,0915-1530|1815-1915:,,4842.0,0.01,NSE,,IN0020210061,1,12324,0.0,,
2024-11-22,725TN27,1.0,0.0,,10,SG,XX,0.0,0,SDL TN 7.25% 2027,NSE:725TN27-SG,5,101000000022127,111.83,101.18,10,SDL TN 7.25% 2027,SDL TN 7.25% 2027,22127,-1.0,100,101000000022127,INR,725TN27,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN3120190274,1,938839,0.0,,
2024-11-22,682RJ31,1.0,0.0,,10,SG,XX,0.0,0,SDL RJ 6.82% 2031,NSE:682RJ31-SG,5,10100000003259,105.0,95.0,10,SDL RJ 6.82% 2031,SDL RJ 6.82% 2031,3259,-1.0,100,10100000003259,INR,682RJ31,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN2920210043,1,999999,0.0,,
2024-11-22,752RJ39,1.0,0.0,,10,SG,XX,0.0,0,SDL RJ 7.52% 2039,NSE:752RJ39-SG,5,101000000023638,105.0,95.0,10,SDL RJ 7.52% 2039,SDL RJ 7.52% 2039,23638,-1.0,100,101000000023638,INR,752RJ39,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN2920240032,1,999999,0.0,,
2024-11-22,DYNPRO,1.0,427.7,,10,BE,XX,0.0,0,DYNEMIC PRODUCTS LIMITED,NSE:DYNPRO-BE,0,101000000021318,449.05,406.35,10,DYNEMIC PRODUCTS LIMITED,DYNEMIC PRODUCTS LIMITED,21318,-1.0,1,101000000021318,INR,DYNPRO,,0915-1530|1815-1915:,ESM - I,10.0,0.05,NSE,,INE256H01015,1,233807,0.0,Gross settlement (Trade for Trade),
2024-11-22,SFMP42DD,1.0,0.0,,10,MF,XX,0.0,0,SBIAMC - SFMP42DD,NSE:SFMP42DD-MF,8,10100000003157,11.0,9.0,10,SBIAMC - SFMP42DD,SBIAMC - SFMP42DD,3157,-1.0,1,10100000003157,INR,SFMP42DD,,0915-1530|1815-1915:,,10.0,0.01,NSE,,INF200KA1V27,1,1051,0.0,,
2024-11-22,AEGISLOG,1.0,800.2,,10,EQ,XX,1.0,1,AEGIS LOGISTICS LIMITED,NSE:AEGISLOG-EQ,0,101000000040,960.2,640.2,10,AEGIS LOGISTICS LIMITED,AEGIS LOGISTICS LIMITED,40,-1.0,1,101000000040,INR,AEGISLOG,,0915-1530|1815-1915:,LTASM - I,1.0,0.05,NSE,,INE208C01025,1,124955,0.0,,
2024-11-22,925SCL25A,1.0,975.0,,10,NH,XX,0.0,0,SEC RE NCD 9.25% SR II,NSE:925SCL25A-NH,2,101000000019993,1170.0,780.0,10,SEC RE NCD 9.25% SR II,SEC RE NCD 9.25% SR II,19993,-1.0,1,101000000019993,INR,925SCL25A,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE148I07QG2,1,2006,0.0,,
2024-11-22,TATAGOLD,1.0,7.66,,10,EQ,XX,3.7,1,TATAAML-TATAGOLD,NSE:TATAGOLD-EQ,9,101000000021401,9.08,6.05,10,TATAAML-TATAGOLD,TATAAML-TATAGOLD,21401,-1.0,1,101000000021401,INR,TATAGOLD,,0915-1530|1815-1915:,,1.0,0.01,NSE,,INF277KA1976,1,11661774,0.0,,
2024-11-22,GOLDBEES,1.0,65.33,,10,EQ,XX,3.7,1,NIP IND ETF GOLD BEES,NSE:GOLDBEES-EQ,9,101000000014428,77.37,51.58,10,NIP IND ETF GOLD BEES,NIP IND ETF GOLD BEES,14428,-1.0,1,101000000014428,INR,GOLDBEES,,0915-1530|1815-1915:,,1.0,0.01,NSE,,INF204KB17I5,1,1548856,0.0,,
2024-11-22,863REC29,1.0,1120.0,,10,NC,XX,0.0,0,BOND8.63% PA TF TR II S2A,NSE:863REC29-NC,2,10100000002933,1344.0,896.0,10,BOND8.63% PA TF TR II S2A,BOND8.63% PA TF TR II S2A,2933,-1.0,1,10100000002933,INR,863REC29,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE020B07ID2,1,77786,0.0,,
2024-11-22,769MP43,1.0,0.0,,10,SG,XX,0.0,0,SDL MP 7.69% 2043,NSE:769MP43-SG,5,101000000014352,105.0,95.0,10,SDL MP 7.69% 2043,SDL MP 7.69% 2043,14352,-1.0,100,101000000014352,INR,769MP43,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN2120220099,1,999899,0.0,,
2024-11-22,HECPROJECT,1.0,139.71,,10,BE,XX,0.0,0,HEC INFRA PROJECTS LTD,NSE:HECPROJECT-BE,0,10100000007429,146.69,132.72,10,HEC INFRA PROJECTS LTD,HEC INFRA PROJECTS LTD,7429,-1.0,1,10100000007429,INR,HECPROJECT,,0915-1530|1815-1915:,ESM - I,10.0,0.01,NSE,,INE558R01013,1,331517,0.0,Gross settlement (Trade for Trade),
2024-11-22,BALAMINES,1.0,1985.2,,10,EQ,XX,3.1,1,BALAJI AMINES LIMITED,NSE:BALAMINES-EQ,0,101000000014501,2382.2,1588.2,10,BALAJI AMINES LIMITED,BALAJI AMINES LIMITED,14501,-1.0,1,101000000014501,INR,BALAMINES,,0915-1530|1815-1915:,,2.0,0.05,NSE,,INE050E01027,1,50351,0.0,,
2024-11-22,880IREDA34,1.0,1301.63,,10,N6,XX,0.0,0,IREDA 8.80NCDTR I SR IIIB,NSE:880IREDA34-N6,2,10100000001393,1561.95,1041.3,10,IREDA 8.80NCDTR I SR IIIB,IREDA 8.80NCDTR I SR IIIB,1393,-1.0,1,10100000001393,INR,880IREDA34,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE202E07153,1,47141,0.0,,
2024-11-22,888IRFC29,1.0,1173.1,,10,NE,XX,0.0,0,BOND 8.88% PA TF TII-SIIB,NSE:888IRFC29-NE,2,10100000001999,1407.72,938.48,10,BOND 8.88% PA TF TII-SIIB,BOND 8.88% PA TF TII-SIIB,1999,-1.0,1,10100000001999,INR,888IRFC29,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE053F07744,1,85240,0.0,,
2024-11-22,ARTEMISMED,1.0,312.05,,10,EQ,XX,0.0,0,ARTEMIS MED SERVICE LTD,NSE:ARTEMISMED-EQ,0,101000000016913,374.45,249.65,10,ARTEMIS MED SERVICE LTD,ARTEMIS MED SERVICE LTD,16913,-1.0,1,101000000016913,INR,ARTEMISMED,,0915-1530|1815-1915:,,1.0,0.05,NSE,,INE025R01021,1,320338,0.0,,
2024-11-22,711BR33B,1.0,0.0,,10,SG,XX,0.0,0,SDL BR 7.11% 2033,NSE:711BR33B-SG,5,101000000025883,105.0,95.0,10,SDL BR 7.11% 2033,SDL BR 7.11% 2033,25883,-1.0,100,101000000025883,INR,711BR33B,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1320240097,1,999999,0.0,,
2024-11-22,744AP39A,1.0,0.0,,10,SG,XX,0.0,0,SDL AP 7.44% 2039,NSE:744AP39A-SG,5,101000000022754,105.0,95.0,10,SDL AP 7.44% 2039,SDL AP 7.44% 2039,22754,-1.0,100,101000000022754,INR,744AP39A,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1020230836,1,999989,0.0,,
2024-11-22,93SCFL25,1.0,0.0,,10,Z1,XX,0.0,0,SEC RE NCD 8.80% SR.IV,NSE:93SCFL25-Z1,2,101000000011335,1200.0,800.0,10,SEC RE NCD 8.80% SR.IV,SEC RE NCD 8.80% SR.IV,11335,-1.0,1,101000000011335,INR,93SCFL25,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE148I07MA4,1,6,0.0,,
2024-11-22,975SCL28,1.0,970.0,,10,NT,XX,0.0,0,SEC RE NCD 8.89% SR.VIII,NSE:975SCL28-NT,2,10100000005857,1164.0,776.0,10,SEC RE NCD 8.89% SR.VIII,SEC RE NCD 8.89% SR.VIII,5857,-1.0,1,10100000005857,INR,975SCL28,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE148I07KP6,1,3493,0.0,,
2024-11-22,SATECH,1.0,137.65,,10,ST,XX,0.0,0,S A TECH SOFTWARE INDIA L,NSE:SATECH-ST,0,101000000024677,140.4,134.9,10,S A TECH SOFTWARE INDIA L,S A TECH SOFTWARE INDIA L,24677,-1.0,1000,101000000024677,INR,SATECH,,0915-1530|1815-1915:,ESM - II,10.0,0.05,NSE,,INE0BSN01013,1,426973,0.0,Gross settlement (Trade for Trade),
2024-11-22,698RJ31A,1.0,0.0,,10,SG,XX,0.0,0,SDL RJ 6.98% 2031,NSE:698RJ31A-SG,5,10100000006480,105.0,95.0,10,SDL RJ 6.98% 2031,SDL RJ 6.98% 2031,6480,-1.0,100,10100000006480,INR,698RJ31A,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN2920210365,1,999999,0.0,,
2024-11-22,765KA34,1.0,0.0,,10,SG,XX,0.0,0,SDL KA 7.65% 2034,NSE:765KA34-SG,5,101000000013384,105.0,95.0,10,SDL KA 7.65% 2034,SDL KA 7.65% 2034,13384,-1.0,100,101000000013384,INR,765KA34,,0915-1530|1815-1915:,,100.0,0.01,NSE,,IN1920220143,1,999999,0.0,,
2024-11-22,CIF29,1.0,0.0,,10,NO,XX,0.0,0,SEC RE NCD SR 6,NSE:CIF29-NO,2,101000000022558,1200.0,800.0,10,SEC RE NCD SR 6,SEC RE NCD SR 6,22558,-1.0,1,101000000022558,INR,CIF29,,0915-1530|1815-1915:,,1000.0,0.01,NSE,,INE121A07RU5,1,847,0.0,,
2024-11-22,799LTFH27,1.0,0.0,,10,N0,XX,0.0,0,LF 7.9918% 2027 SR D,NSE:799LTFH27-N0,2,101000000025151,120000.0,80000.0,10,LF 7.9918% 2027 SR D,LF 7.9918% 2027 SR D,25151,-1.0,1,101000000025151,INR,799LTFH27,,0915-1530|1815-1915:,,100000.0,0.01,NSE,,INE498L07053,1,572,0.0,,
2024-11-22,SGBNV29VII,1.0,8053.26,,10,GB,XX,0.0,0,2.5%GOLDBONDS2029SR-VII,NSE:SGBNV29VII-GB,2,10100000006518,8858.58,7247.93,10,2.5%GOLDBONDS2029SR-VII,2.5%GOLDBONDS2029SR-VII,6518,-1.0,1,10100000006518,INR,SGBNV29VII,,0915-1530|1815-1915:,,4761.0,0.01,NSE,,IN0020210178,1,12414,0.0,,
2024-11-22,TAC,1.0,757.35,,10,ST,XX,0.0,0,TAC INFOSEC LIMITED,NSE:TAC-ST,0,101000000023441,772.45,742.2,10,TAC INFOSEC LIMITED,TAC INFOSEC LIMITED,23441,-1.0,200,101000000023441,INR,TAC,,0915-1530|1815-1915:,ESM - II,10.0,0.05,NSE,,INE0SOY01013,1,132032,0.0,Gross settlement (Trade for Trade),
2024-11-22,NELCAST,1.0,110.81,,10,EQ,XX,0.0,0,NELCAST LIMITED,NSE:NELCAST-EQ,0,101000000014761,132.97,88.64,10,NELCAST LIMITED,NELCAST LIMITED,14761,-1.0,1,101000000014761,INR,NELCAST,,0915-1530|1815-1915:,,2.0,0.01,NSE,,INE189I01024,1,902376,0.0,,
2024-11-22,IDEAFORGE,1.0,567.85,,10,EQ,XX,3.0,1,IDEAFORGE TECHNO LTD,NSE:IDEAFORGE-EQ,0,101000000017140,681.4,454.3,10,IDEAFORGE TECHNO LTD,IDEAFORGE TECHNO LTD,17140,-1.0,1,101000000017140,INR,IDEAFORGE,,0915-1530|1815-1915:,,10.0,0.05,NSE,,INE349Y01013,1,176073,0.0,,
2024-11-22,GOLD1,1.0,65.6,,10,EQ,XX,3.7,1,KOTAK GOLD ETF,NSE:GOLD1-EQ,9,101000000014858,77.85,51.9,10,KOTAK GOLD ETF,KOTAK GOLD ETF,14858,-1.0,1,101000000014858,INR,GOLD1,,0915-1530|1815-1915:,,1.0,0.01,NSE,,INF174KA1HJ8,1,1540924,0.0,,
2024-11-22,IL&FSENGG,1.0,43.26,,10,BZ,XX,0.0,0,IL&FS ENG AND CONS CO LTD,NSE:IL&FSENGG-BZ,0,10100000009380,44.12,42.39,10,IL&FS ENG AND CONS CO LTD,IL&FS ENG AND CONS CO LTD,9380,-1.0,1,10100000009380,INR,IL&FSENGG,,0915-1530|1815-1915:,ESM - II & BZ/SZ series due to non-compliance with SEBI SOP Circular.,10.0,0.01,NSE,,INE369I01014,1,2311533,0.0,Gross settlement (Trade for Trade),
2024-11-22,975SCL27,1.0,0.0,,10,Z9,XX,0.0,0,SAMMAANCAP 9.75% 2027,NSE:975SCL27-Z9,2,101000000023465,120000.0,80000.0,10,SAMMAANCAP 9.75% 2027,SAMMAANCAP 9.75% 2027,23465,-1.0,1,101000000023465,INR,975SCL27,,0915-1530|1815-1915:,,100000.0,0.01,NSE,,INE148I07SY1,1,81,0.0,,
